,text_id,text,task_1,task_2,task_3
2251,hasoc_en_2252,Martin Rowson on Tory MPs voting for a new leader #BorisJohnson #MichaelGove #BorisJohnsonShouldNotBePM #Boris4PM #cartoon #ToryLeadership #MichaelGove #DominicRaab #JeremyHunt #SajidJavid #RoryStewart #BoJo - political cartoon gallery in London https://t.co/dePcTdnXF6 https://t.co/mVjGdsTDxf,NOT,NONE,NONE
2252,hasoc_en_2253,To those armchair activists on all issues they don't understand but mute on this.     #SaveTheDoctors   #DoctorsStrike   #DoctorsFightBack #DoctorsUnderOppression https://t.co/zAEkAqtAWm,NOT,NONE,NONE
2255,hasoc_en_2256,@TheRealOJ32 Wow you really have some nerve coming on twitter like this...  #Murderer  #WeWillNeverForget,NOT,NONE,NONE
2256,hasoc_en_2257,General Election now! #BorisJohnsonShouldNotBePM https://t.co/T4akLRUMBv,NOT,NONE,NONE
2257,hasoc_en_2258,"A convicted killer, who went on the run for 17 days, was caught by chance when police were called to a McDonald’s drive-thru, a court has heard. Read more https://t.co/zqmm8oPO6U #news #crime #murderer #convict #prison #escape #killer #mcdonalds #uk #police #drivethru #court https://t.co/V6yMZ1IWaR",NOT,NONE,NONE
2258,hasoc_en_2259,"*After betrayal from momta Didi, media and patients*  #DoctorsStrike #DidiVsDoctors #DoctorsFightBack   AIIMS doctors: https://t.co/AVXjQLyLWV",NOT,NONE,NONE
2260,hasoc_en_2261,"#DhoniKeepsTheGlove  Why icc have issue with Indian army badge  ICC behaving like ISIS  at last Indians feeling is it  #ICC=ISIS   #IndiaStandsWithDhoni   #DhoniKeepsTheGlove #DhoniKeSaathDesh #BalidaanBadge #BCCI   #ICCWorldCup2019   @msdhoni @imVkohli @ICC @BCCI @PMOIndia  @ANI @CNN ,",NOT,NONE,NONE
2261,hasoc_en_2262,"@india_chandan Him bhi log hain. Hamara bhi gussa fut raha hain.   So per high medical bill is concerned, why pay a single paisa, go get yourself treated at govt hospitals. You want premium service you have to pay premium.   In negligence cases docs are penalised heavily.   #DoctorsFightBack",NOT,NONE,NONE
2262,hasoc_en_2263,"Protest against Mamta Banerjee and effigy burning in SCB Medical College, Cuttack, odisha.  #DoctorsFightBack   #standwithNRS   #SaveBengal   #Savethedoctors https://t.co/wudBjDXauv",NOT,NONE,NONE
2263,hasoc_en_2264,@SenSchumer @realDonaldTrump @senatemajldr @SenateGOP It was too late for him to try to do damage control on @foxandfriends the @abc interview will be aired again and more people get to hear what he has to say. #TrumpIsATraitor,NOT,NONE,NONE
2264,hasoc_en_2265,#douchebag ownership is a real thing. It's powerful. Own your douche. #Theboldtype #theBoldTypeChat,NOT,NONE,NONE
2265,hasoc_en_2266,Absolutely mortifying what is happening at our border. These camps should be preserved purely for education. Instead they're being recycled for the same purpose. #FuckTrump https://t.co/vUeW7QRLXA,NOT,NONE,NONE
2266,hasoc_en_2267,"iTWEET:After all the rabid build up to the #ICCWorldCup2019 match between #India &amp; #Pakistan on 16June, the ultimate let-down would be a washed out match again! One point each! #Cricket #WorldCupCricket #ShameOnICC",NOT,NONE,NONE
2267,hasoc_en_2268,कुछ भी कहने से अच्छा है। कुछ भी सोच समझ के बोले। नियम कायदे नाम के भी कुछ चीजें होती है।  Let the concern team to take care of the same and let's not divert from the main topic of India should win the #CWC19 ! However I too with msd on this with #DhoniKeepsTheGlove ! https://t.co/q7DBnOXOrq,NOT,NONE,NONE
2268,hasoc_en_2269,How the hell has #borisjohnson won all this support if he won’t leave his front room? Am I missing something?#BorisJohnsonShouldNotBePM,NOT,NONE,NONE
2270,hasoc_en_2271,This is stupidly crazy. To think of leader might just prioritize a known political enemy nation over his country is so disgusting. I cant wait for this nightmare to be done. #TrumpIsATraitor #ImpeachDonaldTrump #TrumpMustResign  Our country deserve justice and ppm to defend it! https://t.co/os8G8WXgAz,NOT,NONE,NONE
2271,hasoc_en_2272,"For cricketer like Sunil Gavaskar world cup is everything! #shame   Let any team win world cup, we don't care. We care for pride and self respect of our Army / Nation first.  @sardanarohit   @ICC @BCCI @cricketworldcup @ICCMediaComms @msdhoni   #DhoniKeepTheGlove #DhoniKeepsTheGlove https://t.co/YTwfS3HreU",NOT,NONE,NONE
2272,hasoc_en_2273,@SenToomey @AmericanLegion @SteveDaines You just use the military for a photo-op for your convenience. #FlagDay #JohnMCainDay #JohnMcCainDayJune14th #TrumpIsATraitor,NOT,NONE,NONE
2275,hasoc_en_2276,Federal watchdog agency says Kellyanne Conway should be fired after violating the Hatch Act #Resist #ResistTrump #FuckTrump https://t.co/APIkVzT7Jq,NOT,NONE,NONE
2276,hasoc_en_2277,Dear @ICC you haven't done right  We stand by @msdhoni  #DhoniKeepsTheGlove https://t.co/fmPwqMMq8i,NOT,NONE,NONE
2278,hasoc_en_2279,We have seen #DoctorsFightBack through various peaceful means possible. And all of us must stand with them.Their well-being is important to us not only because they are doctors but also because they are fellow citizens.#DoctorsStrike because every life matters - theirs included!,NOT,NONE,NONE
2279,hasoc_en_2280,Dear @ICC The symbol for Balidaan is pride of our Indian Para Troopers. There is nothing religious or political in wearing the glove.  Big commercial brands logo will do but not national pride ..? Its horrible   #DhoniKeepsTheGlove  @BCCI,NOT,NONE,NONE
2280,hasoc_en_2281,#Trump Tweets About Epic Interview Fail &amp; Gets Mocked Like A Clown #TrumpIsATraitor #VoteBlue2020  https://t.co/5s2tNnBY8u,NOT,NONE,NONE
2281,hasoc_en_2282,#DoctorsFightBack  Doctors of govt. Medical clg surat protest against violence against doctors. ..  #Save the savior https://t.co/ctLSZPoCbA,NOT,NONE,NONE
2282,hasoc_en_2283,@ICC Dear ICC focus on improving the standard of Umpiring.Which is important than then dhoni's Gloves. @BCCI @StarSportsIndia @cricketworldcup #DhoniKeepsTheGlove https://t.co/6fVW93rvzg,NOT,NONE,NONE
2283,hasoc_en_2284,"@TheRightMelissa @jeremynewberger @realDonaldTrump It was @BarackObama who brought the country back from the brink of economic collapse, now @POTUS is Bankrupting the country, since Bankruptcy is actually the only thing @realDonaldTrump knows     #Resistance #LockThemAllUp #FuckTrump #ComplicitGOP #Resist      https://t.co/lF2am3njsh",NOT,NONE,NONE
2284,hasoc_en_2285,Vox Sentences: Maine moves to expand abortion access #Resist #ResistTrump #FuckTrump https://t.co/FRjTApznIs,NOT,NONE,NONE
2285,hasoc_en_2286,#DoctorsFightBack Mamata vs Docs Latest Updates: Dharna Didi gets taste of her own medicine @AIIMSRDA hand out 48-hour ultimatum     https://t.co/nadDfG4PiX,NOT,NONE,NONE
2286,hasoc_en_2287,@BBCBreakfast What happened to violent crime in London since 2008? https://t.co/vpC99CElND via @FullFact #BorisBull #BorisJohnsonShouldNotBePM,NOT,NONE,NONE
2287,hasoc_en_2288,I see the unscrupulous and opportunistic #BorisJohnsonShouldNotBePM has decided to back #Heathrow expansion. End of retreat from commitment to lie in front of the bulldozers. On the bright side he may now support #PeoplesVote and #StopBrexit in a few months.,NOT,NONE,NONE
2288,hasoc_en_2289,Senate Republicans say campaigns should call FBI over foreign dirt #Resist #ResistTrump #FuckTrump https://t.co/qyLHBSaSoa,NOT,NONE,NONE
2289,hasoc_en_2290,Trying to win by hiding. #BorisJohnsonShouldNotBePM  Tory frontrunner fails to participate in the debate as PM contenders struggle to offer sol @AJEnglish https://t.co/OzbI1id44c https://t.co/bXlxxJJUN1,NOT,NONE,NONE
2291,hasoc_en_2292,Govt school adopted by IMA appointed unqualified teachers based on their investments      #IMAFraud #PonziScheme     https://t.co/rqt6X2fP0q,NOT,NONE,NONE
2292,hasoc_en_2293,@MysterySolvent I'm in count down mode until we never have to see this nasty grifter family again. And never is too soon. #FUCKTRUMP https://t.co/ID2oeD11OV,NOT,NONE,NONE
2294,hasoc_en_2295,A billion Cricket fans waited four years to watch how it rains in England😀😀😀😀 #shameonicc,NOT,NONE,NONE
2295,hasoc_en_2296,"#DhoniKeepsTheGlove   #DhoniKeepTheGlove   #DhoniKeSaathDesh     Sir please do not change your gloves,  please sir...     @msdhoni @BCCI",NOT,NONE,NONE
2296,hasoc_en_2297,Biden leading Trump by 16 in Pennsylvania  Biden leading Trump by 10 in Wisconsin  Biden leading Trump by 7 in Florida  Trump leading Biden by 2 in Texas    Hahahahaha!   😂😂😂     #FuckTrump   #ImpeachTrumpNow https://t.co/VXubGeAKs3,NOT,NONE,NONE
2297,hasoc_en_2298,#Trump just invited Congress to begin #Impeachment proceedings    #FridayMotivation  #ForThePeople  #2020Election  #FBR  #TrumpIsATraitor  #TrumpIsTheEnemyOfThePeople  #DemForce    https://t.co/xN6mPPlNwP,NOT,NONE,NONE
2298,hasoc_en_2299,@realDonaldTrump Surrender. It’s all coming out. Everything. Everyone will know the truth. #TrumpIsATraitor,NOT,NONE,NONE
2299,hasoc_en_2300,Don't know if the math is correct but #ShameOnICC https://t.co/czmt2cwpk9,NOT,NONE,NONE
2301,hasoc_en_2302,The #TrumpIsATraitor groupies are going to lie us into another war! And why? TO PUMP TRUMP’S POLL NUMBERS!,NOT,NONE,NONE
2302,hasoc_en_2303,This should have been the anthem of this world cup 😂😁😁 #ShameOnICC https://t.co/DYkHatIreb,NOT,NONE,NONE
2303,hasoc_en_2304,"#Sunday June 16, 2019            #TrumpIsATraitor     #FakePresident             #WeAreNotOk #TrumpMustGo https://t.co/w0U6NakmPH",NOT,NONE,NONE
2304,hasoc_en_2305,"@TJGIII @hmgave @DeWayneLehman @meridithmcgraw @SquawkCNBC For the first time in 9 years, our economy has dropped from 1st to 3rd.     #FUCKTRUMP",NOT,NONE,NONE
2306,hasoc_en_2307,"#JohnMcCainDay  #FuckTrump     It's Donald Trump's birthday, but it's #JohnMcCainDay on Twitter https://t.co/IBIbmmMvkJ",NOT,NONE,NONE
2308,hasoc_en_2309,Please RT. #BorisJohnsonShouldNotBePM https://t.co/t4ID5sAXdt,NOT,NONE,NONE
2309,hasoc_en_2310,"As doctors continue to resign en masse, the centre sought two detailed reports from the #WestBengal government including the measures taken to contain political violence in the state.     #BengalDoctorsStrike #DoctorsFightBack   https://t.co/fII3ait6Go",NOT,NONE,NONE
2310,hasoc_en_2311,I think if Boris refuses to take part in the hustlings he should be automatically excluded from the leadership contest. Refusing to take part shows contempt of the British people and extreme arrogance. #BorisJohnsonShouldNotBePM #GeneralElectionNow,NOT,NONE,NONE
2311,hasoc_en_2312,@SpringF_kx @BBackerman1 @Rich705 @VtxMad @PennyCarrigan1 @keanothedog @ommatid @ThaddeusArjuna @Rose52413 @fordyce_greg @mason4922 @MBonsario @Doh_Doh_Burrd @clairermassey @SarahLies4Trump @ignats66 @gentlemindmom @cyferPtVila @a_patriciann @AllAboutAllan @stuffbusted @CurtisCBallII1 @DearAuntCrabby @Baltic_Bluebird @BarbieToes1 @basshooker2 @kaysintBB @Barbara13199344 @Michael97396326 @Barbie2692 @BeautyAbounds4U @adamcbest @Falconer084 @BearmanShannon @marcbenoit39 @BenPutnam56 @NotMyPrecedent @Carolyny1948 I’m not saying @realDonaldTrump is a russian asset but the russian sure say he is! #ImpeachTrumpNow #TrumpIsATraitor @MBonsario @e_whittler @AndyOstroy @StevenBeschloss @Lawrence @maddow @AriMelber @JoyAnnReid @MalcolmNance @JillWineBanks @Cheezetta,NOT,NONE,NONE
2312,hasoc_en_2313,"#ShameOnICC the weather we cannnot control, investment in covers you can..... as for some of the ticket prices truly shocking. Like the Champions trophy last year you would rather have stack of empty Corporate seats than a stadium full of excited fans. 105 pound for Eng Bangla👿",NOT,NONE,NONE
2313,hasoc_en_2314,"@woodgnomology @trishysunflower 'It's not about EU, it's about me!' #BorisJohnsonShouldNotBePM https://t.co/rsYLRR3pzr",NOT,NONE,NONE
2314,hasoc_en_2315,"The UK faces wildcat strikes and civil disobedience if Boris Johnson commits to a no-deal Brexit as prime minister, a group of campaigners have warned.   #BorisJohnsonShouldNotBePM  #StopBrexit  #SummerOfResistance  #PutItToThePeople  https://t.co/gVTAx6XfYd",NOT,NONE,NONE
2315,hasoc_en_2316,"@Trendulkar It's not raining as it's England's match..ECB &amp; ICC have scheduled all England matches where possibility of rain is minnimum i.e, 'Rain Fixing'.    @ICC must change the venue of #INDvPAK match from Manchester to London.    #ENGvWI #ShameOnICC #RainStopsMatch #CWC19 #INDvsPAK #WIvsENG",NOT,NONE,NONE
2316,hasoc_en_2317,What Pompeo forgot about the flag #Resist #ResistTrump #FuckTrump https://t.co/wH46YP88Ux,NOT,NONE,NONE
2317,hasoc_en_2318,@LilCox2627 @write2bheard1 @senatemajldr I've definitely not heard enough. And what i have heard / read indicates 🍄 has obstructed justice and his campaign worked in conjunction with Russia to be illegitimately installed as a russian-asset.  #IReadTheMuellerReport  #TrumpIsATraitor   #ImpeachTheMFTraitor,NOT,NONE,NONE
2319,hasoc_en_2320,@mbmk7 Not on my life would I wish Trump a happy birthday. #TrumpIsATraitor,NOT,NONE,NONE
2320,hasoc_en_2321,#IdiotTrump forgets an important rule: don’t make up quotes from real people #TrumpsAnInternationalDisgrace  https://t.co/3D0qIFc6aL,NOT,NONE,NONE
2321,hasoc_en_2322,"@TajinderBagga @MamataOfficial @ZeeNews @republic @abpnewshindi @thenewshour @News18India @Jansatta @drharshvardhan @narendramodi @AmitShah @KailashOnline #DoctorsFightBack #GetWellSoonMamataDidi    Mamata Didi, You strip doctors of their dignity and expect them to do nothing?  Why play with people’s lives because of your sheer arrogance?    https://t.co/aEKgvJSKah",NOT,NONE,NONE
2322,hasoc_en_2323,Do not remove the batch at any cost #DhoniKeepsTheGlove  We support you MS 🇮🇳 #ICC must give equal treatment to everyone..   What do you call this a spirit of cricket...? https://t.co/eGL0mfObHC,NOT,NONE,NONE
2323,hasoc_en_2324,@johnlundin @politicususa I DEMAND TRUMP RESIGN  #TrumpIsATraitor,NOT,NONE,NONE
2324,hasoc_en_2325,"#DoctorsFightBack    After जय श्री राम controversy @MamataOfficial, calls doctors outsiders protesting  on behalf of other political parties  Dear Mamata didi, instead of blaming Doctors perhaps you should introspect once for a change     #SaturdayMotivation #SaturdayThoughts https://t.co/YEkW7iZ1p4",NOT,NONE,NONE
2325,hasoc_en_2326,@sudhirchaudhary @ICC does only two things.   1. Sleeps most of the times   2. Wakes up to impose some restrictions on @BCCI valid or otherwise #DhoniKeepTheGlove #DhoniKeepsTheGlove https://t.co/CSrEA4zN5p,NOT,NONE,NONE
2326,hasoc_en_2327,We are with you 🙌🏻    #DoctorsFightBack #DoctorsProtest #DoctorStrike #Savethedoctors #doctors_against_assualt #DontGiveUp #KolkataViolence #Kolkata #MamtaBanerjee #SaveBengalSaveDemocracy #mamtafrustrated #mamtalosingcontrol #SaveTheSaviours #SaveBengal #SaveOurDoctors https://t.co/Qm7Zn8SJBP,NOT,NONE,NONE
2327,hasoc_en_2328,ICC behaving like ECI #DhoniKeepsTheGlove,NOT,NONE,NONE
2328,hasoc_en_2329,Thread of great importance and florid profanity    #FuckTrump https://t.co/J2n8lBrq2k,NOT,NONE,NONE
2329,hasoc_en_2330,I'll drink to that #fucktrump 🥂 https://t.co/LWR8eWbafH,NOT,NONE,NONE
2330,hasoc_en_2331,"@SandhuSurbhi We have ZERO interest in playing GOD, so please don't treat us either as a GOD or as a DOG! If you deserve respect, so do we, nothing more and nothing less...    #DoctorsFightBack",NOT,NONE,NONE
2332,hasoc_en_2333,"@niner_nhatty Talk trash?? No, just my opinion that people take this way too serious. But we do agree on one thing that is way more important than any game or any injury #fucktrump.",NOT,NONE,NONE
2333,hasoc_en_2334,@aajtak If not possible to keep insignia on gloves @msdhoni should have tattoo of insignia on his arms.  @BCCI @republic  @ICC #keepthegloves #bcci #DhoniKeepsTheGlove #Dhoni   #BalidaanBadge #zeenews,NOT,NONE,NONE
2334,hasoc_en_2335,"It may just drizzle for a few hours on sunday, but due to lack of covers and resulting wet outfield, the Ind-Pak match is likely to be abandoned #shameonIcc",NOT,NONE,NONE
2335,hasoc_en_2336,My mementoes today included this P.O.S.... so I’ll give him a shout out.     Never forget... #BrockTurner #Rapist https://t.co/zWTXM8ZAgm,NOT,NONE,NONE
2336,hasoc_en_2337,"The confusion created by the Right-Wing extremists, or otherwise known as Republicans, resulted in #Trump in the White House    Reinstate #CommonSense    #TrumpIsATraitor #CorruptGOP #GOPcorruptionandcruelty #GOPComplicitTraitors #Resisters #ResistersForum #ResistanceUnited #VoteBlue https://t.co/N0JRcXKaj4",NOT,NONE,NONE
2337,hasoc_en_2338,#DhoniKeepsTheGlove the #ICC is the new british raj dictating on the colonies what and what not to wear. #BCCI looking at money aspect will bow down to its british raj masters,NOT,NONE,NONE
2338,hasoc_en_2339,Stop Violence Against Doctors!!  #DoctorsFightBack #DoctorsStrike   #Modi #DoctorsProtest https://t.co/LeN3EIafOm,NOT,NONE,NONE
2339,hasoc_en_2340,"@narendramodi #Congratulations P.M. we are happy to have you our #prime minister. I would like to request you take some #strict action against #rapist, make some strict #rules against them. Numbers of rape are #increasing day by day instead of #reducing...",NOT,NONE,NONE
